tier,title,name,game,url,start_date,end_date,is_multi_day,prize,region,location,n_participants,first_place,second_place,first_place_abbrv,second_place_abbrv,first_place_has_page,second_place_has_page,scrape_time
C,2021,Halo Championship Series 2021: Kickoff Major - Europe Qualifier,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021/Kickoff_Major/Europe,2021-12-01,2021-12-02,TRUE,1500,Europe,"Online, Europe",68,Cartel,OEX,Cartel,OEX,TRUE,TRUE,2021-12-30T14:52:33Z
C,2021,Halo Championship Series 2021: Kickoff Major - Mexico Qualifier,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021/Kickoff_Major/Mexico,2021-12-01,2021-12-02,TRUE,1000,Mexico,"Online, Mexico",69,Pittsburgh Knights,Fire N Ice Esports,PK,FNI,FALSE,FALSE,2021-12-30T14:52:33Z
C,2021,Halo Championship Series 2021: Kickoff Major - Oceania Qualifier,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021/Kickoff_Major/Oceania,2021-12-01,2021-12-02,TRUE,1000,Oceania,"Online, Oceania",43,NutriBullet,Dire Wolves,NTB,DW,TRUE,FALSE,2021-12-30T14:52:33Z
C,2021,Halo Championship Series 2021: Kickoff Major - North America Qualifier,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021/Kickoff_Major/North_America,2021-12-01,2021-12-02,TRUE,2000,North America,"Online, North America",330,Sentinels,OpTic Gaming,SEN,OpTic,FALSE,FALSE,2021-12-30T14:52:33Z
C,2021,HCS 2021-22 Europe Open Series 2,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Europe/Open_Series/2,2021-11-27,2021-11-28,TRUE,1500,Europe,"Online, Europe",128,Cartel,OEX,Cartel,OEX,TRUE,TRUE,2021-12-30T14:52:33Z
C,2021,HCS 2021-22 Mexico Open Series 2,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Mexico/Open_Series/2,2021-11-27,2021-11-28,TRUE,1000,Mexico,"Online, Mexico",102,Pittsburgh Knights,LeaveNoWitness,PK,LNW,FALSE,FALSE,2021-12-30T14:52:33Z
C,2021,HCS 2021-22 Oceania Open Series 2,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Oceania/Open_Series/2,2021-11-27,2021-11-28,TRUE,1000,Oceania,"Online, Oceania",51,NutriBullet,Divine Mind,NTB,DM,TRUE,FALSE,2021-12-30T14:52:33Z
C,2021,HCS 2021-22 North America Open Series 2,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/North_America/Open_Series/2,2021-11-27,2021-11-28,TRUE,2000,North America,"Online, North America",512,OpTic Gaming,Cloud9,OpTic,C9,FALSE,FALSE,2021-12-30T14:52:33Z
C,2021,HCS 2021-22 Europe Open Series 1,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Europe/Open_Series/1,2021-11-20,2021-11-21,TRUE,1500,Europe,"Online, Europe",93,Cartel,OEX,Cartel,OEX,TRUE,TRUE,2021-12-30T14:52:33Z
C,2021,HCS 2021-22 Mexico Open Series 1,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Mexico/Open_Series/1,2021-11-20,2021-11-21,TRUE,1000,Mexico,"Online, Mexico",62,Pittsburgh Knights,Fire N Ice Esports,PK,FNI,FALSE,FALSE,2021-12-30T14:52:33Z
C,2021,HCS 2021-22 Oceania Open Series 1,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/Oceania/Open_Series/1,2021-11-20,2021-11-21,TRUE,1000,Oceania,"Online, Oceania",37,NutriBullet,Divine Mind,NTB,DM,TRUE,FALSE,2021-12-30T14:52:33Z
C,2021,HCS 2021-22 North America Open Series 1,Halo Infinite,https://liquipedia.net/halo/Halo_Championship_Series/2021-22/Split_1/North_America/Open_Series/1,2021-11-20,2021-11-21,TRUE,2000,North America,"Online, North America",406,OpTic Gaming,Cloud9,OpTic,C9,FALSE,FALSE,2021-12-30T14:52:33Z
C,2021,Twitch Rivals: Throwback with Ninja - BTB,Halo 2,https://liquipedia.net/halo/Twitch_Rivals/Throwback_with_Ninja/BTB,2021-08-19,2021-08-19,FALSE,6000,North America,"Online, North America",2,Team Blue,Team Red,Blue,Red,TRUE,TRUE,2021-12-30T14:52:33Z
C,2021,Team Envy 2v2 Invitational,Halo 5: Guardians,https://liquipedia.net/halo/Team_Envy/2v2_Invitational/2021,2021-05-29,2021-05-29,FALSE,4000,United States,"Online, United States",4,Cloud9,Team Envy,C9,Envy,FALSE,FALSE,2021-12-30T14:52:33Z
C,2021,EGL Master Chief Cup #1,Halo Infinite,https://liquipedia.net/halo/EGL/Master_Chief_Cup/1,2021-11-26,2021-12-30,TRUE,224,Europe,"Online, Europe",NA,XEO,MaxiSaucisse,XEO,MaxiSaucisse,TRUE,TRUE,2021-12-30T14:52:33Z
C,2021,EGL Master Chief Cup #2,Halo Infinite,https://liquipedia.net/halo/EGL/Master_Chief_Cup/2,2021-12-03,2021-12-30,TRUE,224,Europe,"Online, Europe",33,Mock-It Esports,MaxiSaucisse,Mock-It,MaxiSaucisse,FALSE,TRUE,2021-12-30T14:52:33Z
C,2019,Halo Australia: Logan City 2019,Halo 3,https://liquipedia.net/halo/Halo_Australia/Logan_City/2019,2019-04-27,2019-04-28,TRUE,986,Australia,"Brisbane, Australia",8,SKE,Authority,SKE,Authority,TRUE,TRUE,2021-12-30T14:52:33Z
C,2018,EGLX 2018,Halo 5: Guardians,https://liquipedia.net/halo/EGLX/2018,2018-03-10,2018-03-11,TRUE,7805,Canada,"Mississauga, Canada",8,H6 Hurry,Chicken Tendies,H6,CT,TRUE,TRUE,2021-12-30T14:52:33Z
C,2017,HCS Open Circuit NA 2017 Fall: Legendary Cup 4,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2017/North_America/Fall/Cup_4,2017-10-15,2017-10-15,FALSE,5000,North America,"Online, North America",16,Str8 Rippin,ERa Eternity,Str8,eRa,FALSE,FALSE,2021-12-30T14:52:33Z
C,2017,HCS Open Circuit NA 2017 Fall: Legendary Cup 3,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2017/North_America/Fall/Cup_3,2017-10-08,2017-10-08,FALSE,3000,North America,"Online, North America",16,Str8 Rippin,ERa Eternity,Str8,eRa,FALSE,FALSE,2021-12-30T14:52:33Z
C,2017,HCS Open Circuit NA 2017 Fall: Legendary Cup 2,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2017/North_America/Fall/Cup_2,2017-10-01,2017-10-01,FALSE,3000,North America,"Online, North America",16,Team VT,Str8 Rippin,VT,Str8,TRUE,FALSE,2021-12-30T14:52:33Z
C,2017,HCS Open Circuit EU 2017 Fall: Cup 3,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2017/Europe/Fall/Cup_3,2017-09-10,2017-09-10,FALSE,1800,Europe,"Online, Europe",16,Team Infused,Vexed Gaming,INF,Vexed,FALSE,FALSE,2021-12-30T14:52:33Z
C,2017,HCS Open Circuit NA 2017 Fall: Legendary Cup 1,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2017/North_America/Fall/Cup_1,2017-09-10,2017-09-10,FALSE,2000,North America,"Online, North America",16,Str8 Rippin,French Toast Mafia,Str8,FTM,FALSE,TRUE,2021-12-30T14:52:33Z
C,2017,HCS Open Circuit EU 2017 Fall: Cup 2,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2017/Europe/Fall/Cup_2,2017-09-03,2017-09-03,FALSE,1800,Europe,"Online, Europe",16,ExceL eSports,Team Infused,xL,INF,FALSE,FALSE,2021-12-30T14:52:33Z
C,2017,HCS Open Circuit EU 2017 Fall: Cup 1,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2017/Europe/Fall/Cup_1,2017-08-27,2017-08-27,FALSE,1800,Europe,"Online, Europe",16,ExceL eSports,Team Infused,xL,INF,FALSE,FALSE,2021-12-30T14:52:33Z
C,2017,HCS Open Circuit NA 2017 Summer: Legendary Cup 4,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2017/North_America/Summer/Cup_4,2017-07-09,2017-07-09,FALSE,5000,North America,"Online, North America",16,Oxygen Supremacy,Wise Gaming,O2,Wise,FALSE,FALSE,2021-12-30T14:52:33Z
C,2017,HCS Open Circuit NA 2017 Summer: Legendary Cup 2,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2017/North_America/Summer/Cup_2,2017-06-04,2017-06-04,FALSE,2000,North America,"Online, North America",16,Oxygen Supremacy,ABCDE,O2,ABCDE,FALSE,TRUE,2021-12-30T14:52:33Z
C,2017,HCS Open Circuit NA 2017 Summer: Legendary Cup 1,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2017/North_America/Summer/Cup_1,2017-05-28,2017-05-28,FALSE,2000,North America,"Online, North America",16,Oxygen Supremacy,Wise Gaming,O2,Wise,FALSE,FALSE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit NA 2016 Fall: Finals,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/North_America/Fall,2016-11-19,2016-11-20,TRUE,NA,United States,"Las Vegas, United States",16,3sUP Enterprises,6S Gaming,3sUP,6S,FALSE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit NA 2016 Fall: Legendary Cup 7,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/North_America/Fall/Cup_7,2016-11-06,2016-11-06,FALSE,1000,North America,"Online, North America",16,Contagious,GameTyrant,Contagious,GT,TRUE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit NA 2016 Fall: Legendary Cup 6,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/North_America/Fall/Cup_6,2016-10-30,2016-10-30,FALSE,1000,North America,"Online, North America",16,GameTyrant,Contagious,GT,Contagious,TRUE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit NA 2016 Fall: Legendary Cup 4,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/North_America/Fall/Cup_4,2016-10-16,2016-10-16,FALSE,1000,North America,"Online, North America",16,3sUP Enterprises,Most Wanted,3sUP,MW,FALSE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit EU 2016 Fall: Legendary Cup 3,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/Europe/Fall/Cup_3,2016-10-09,2016-10-09,FALSE,1000,Europe,"Online, Europe",16,MDR 2,The Unwanted,MDR 2,UW,TRUE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit EU 2016 Fall: Legendary Cup 2,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/Europe/Fall/Cup_2,2016-10-03,2016-10-03,FALSE,1000,Europe,"Online, Europe",16,The Unwanted,MDR 2,UW,MDR 2,TRUE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit NA 2016 Fall: Legendary Cup 3,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/North_America/Fall/Cup_3,2016-10-02,2016-10-02,FALSE,1000,North America,"Online, North America",16,TCSS,3sUP Enterprises,TCSS,3sUP,TRUE,FALSE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit NA 2016 Fall: Legendary Cup 2,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/North_America/Fall/Cup_2,2016-09-25,2016-09-25,FALSE,1000,North America,"Online, North America",16,3sUP Enterprises,Elite Four,3sUP,E4,FALSE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit EU 2016 Fall: Legendary Cup 1,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/Europe/Fall/Cup_1,2016-09-11,2016-09-11,FALSE,1000,Europe,"Online, Europe",16,The Unwanted,MDR 2,UW,MDR 2,TRUE,TRUE,2021-12-30T14:52:33Z
C,2016,EGE - 2016,Halo 5: Guardians,https://liquipedia.net/halo/EGE/2016,2016-07-16,2016-07-30,TRUE,1840,South Africa,"Cape Town, South Africa",10,ViNCO Gaming,Ventus,ViNCO,Ventus,FALSE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit EU 2016 Summer: Finals,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/Europe/Summer,2016-07-10,2016-07-10,FALSE,NA,Europe,"Online, Europe",16,NTSC,We Know The Secret,NTSC,Secret,TRUE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit NA 2016 Summer: Legendary Cup 5,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/North_America/Summer/Cup_5,2016-07-03,2016-07-03,FALSE,1000,North America,"Online, North America",16,ELevate,Denial eSports,eLv,DNL,FALSE,FALSE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit EU 2016 Summer: Legendary Cup 5,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/Europe/Summer/Cup_5,2016-07-03,2016-07-03,FALSE,1000,Europe,"Online, Europe",16,NTSC,The Meme Team,NTSC,TMT,TRUE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit NA 2016 Summer: Legendary Cup 4,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/North_America/Summer/Cup_4,2016-06-26,2016-06-26,FALSE,1000,North America,"Online, North America",16,French Toast Mafia,ELevate,FTM,eLv,TRUE,FALSE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit EU 2016 Summer: Legendary Cup 4,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/Europe/Summer/Cup_4,2016-06-26,2016-06-26,FALSE,1000,Europe,"Online, Europe",16,NTSC,We Know The Secret,NTSC,Secret,TRUE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit NA 2016 Summer: Legendary Cup 3,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/North_America/Summer/Cup_3,2016-06-19,2016-06-19,FALSE,1000,North America,"Online, North America",16,French Toast Mafia,ELevate,FTM,eLv,TRUE,FALSE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit EU 2016 Summer: Legendary Cup 3,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/Europe/Summer/Cup_3,2016-06-19,2016-06-19,FALSE,1000,Europe,"Online, Europe",16,We Know The Secret,The Meme Team,Secret,TMT,TRUE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit NA 2016 Summer: Legendary Cup 2,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/North_America/Summer/Cup_2,2016-06-12,2016-06-12,FALSE,1000,North America,"Online, North America",16,French Toast Mafia,OnlyGoodOnline,FTM,Online,TRUE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit EU 2016 Summer: Legendary Cup 2,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/Europe/Summer/Cup_2,2016-06-12,2016-06-12,FALSE,1000,Europe,"Online, Europe",16,We Know The Secret,The Meme Team,Secret,TMT,TRUE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit NA 2016 Summer: Legendary Cup 1,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/North_America/Summer/Cup_1,2016-06-05,2016-06-05,FALSE,1000,North America,"Online, North America",16,ELevate,Catastrophe,eLv,Catastrophe,FALSE,TRUE,2021-12-30T14:52:33Z
C,2016,HCS Open Circuit EU 2016 Summer: Legendary Cup 1,Halo 5: Guardians,https://liquipedia.net/halo/Halo_Championship_Series/Open_Circuit/2016/Europe/Summer/Cup_1,2016-06-05,2016-06-05,FALSE,1000,Europe,"Online, Europe",16,We Know The Secret,NTSC,Secret,NTSC,TRUE,TRUE,2021-12-30T14:52:33Z
C,2016,AvT Auckland 2016,Halo 5: Guardians,https://liquipedia.net/halo/AvT_Auckland/2016,2016-01-30,2016-01-31,TRUE,2827,New Zealand,"Auckland, New Zealand",8,Team Exile5,Team Reign,x5,TR,FALSE,TRUE,2021-12-30T14:52:33Z
C,2015,Halo Championship Series Season 2: Legendary Cup 7,Halo 2: Anniversary,https://liquipedia.net/halo/Halo_Championship_Series/Season_2/Cup_7,2015-06-21,2015-06-21,FALSE,3400,North America,"Online, North America",16,Evil Geniuses,Winterfox,EG,WFX,FALSE,FALSE,2021-12-30T14:52:33Z
C,2015,Halo Championship Series Season 2: Legendary Cup 4,Halo 2: Anniversary,https://liquipedia.net/halo/Halo_Championship_Series/Season_2/Cup_4,2015-05-31,2015-05-31,FALSE,3400,North America,"Online, North America",16,Evil Geniuses,Denial eSports,EG,DNL,FALSE,FALSE,2021-12-30T14:52:33Z
C,2015,Halo Championship Series Season 2: Legendary Cup 3,Halo 2: Anniversary,https://liquipedia.net/halo/Halo_Championship_Series/Season_2/Cup_3,2015-05-24,2015-05-24,FALSE,3400,North America,"Online, North America",16,Evil Geniuses,Denial eSports,EG,DNL,FALSE,FALSE,2021-12-30T14:52:33Z
C,2015,Halo Championship Series Season 2: Legendary Cup 2,Halo 2: Anniversary,https://liquipedia.net/halo/Halo_Championship_Series/Season_2/Cup_2,2015-05-17,2015-05-17,FALSE,3400,North America,"Online, North America",16,Evil Geniuses,Denial eSports,EG,DNL,FALSE,FALSE,2021-12-30T14:52:33Z
C,2015,Halo Championship Series Season 1: Cup 7,Halo 2: Anniversary,https://liquipedia.net/halo/Halo_Championship_Series/Season_1/Cup_7,2015-02-15,2015-02-15,FALSE,1000,North America,"Online, North America",64,Evil Geniuses,OpTic Gaming,EG,OpTic,FALSE,FALSE,2021-12-30T14:52:33Z
C,2015,Halo Championship Series Season 1: Cup 6,Halo 2: Anniversary,https://liquipedia.net/halo/Halo_Championship_Series/Season_1/Cup_6,2015-02-08,2015-02-08,FALSE,1000,North America,"Online, North America",64,Evil Geniuses,OpTic Gaming,EG,OpTic,FALSE,FALSE,2021-12-30T14:52:33Z
C,2015,Halo Championship Series Season 1: Cup 5,Halo 2: Anniversary,https://liquipedia.net/halo/Halo_Championship_Series/Season_1/Cup_5,2015-02-01,2015-02-01,FALSE,1000,North America,"Online, North America",40,Denial eSports,Noble Black,DNL,NBL Black,FALSE,TRUE,2021-12-30T14:52:33Z
C,2015,Halo Championship Series Season 1: Cup 4,Halo 2: Anniversary,https://liquipedia.net/halo/Halo_Championship_Series/Season_1/Cup_4,2015-01-25,2015-01-25,FALSE,1000,North America,"Online, North America",104,Denial eSports,Cloud9,DNL,C9,FALSE,FALSE,2021-12-30T14:52:33Z
C,2015,Halo Championship Series Season 1: Cup 3,Halo 2: Anniversary,https://liquipedia.net/halo/Halo_Championship_Series/Season_1/Cup_3,2015-01-11,2015-01-11,FALSE,1000,North America,"Online, North America",138,Counter Logic Gaming,Denial eSports,CLG,DNL,FALSE,FALSE,2021-12-30T14:52:33Z
C,2014,Halo Championship Series Season 1: Cup 2,Halo 2: Anniversary,https://liquipedia.net/halo/Halo_Championship_Series/Season_1/Cup_2,2014-12-21,2014-12-21,FALSE,1000,North America,"Online, North America",136,Cloud9,Str8 Rippin,C9,Str8,FALSE,FALSE,2021-12-30T14:52:33Z
C,2014,Halo Championship Series Season 1: Cup 1,Halo 2: Anniversary,https://liquipedia.net/halo/Halo_Championship_Series/Season_1/Cup_1,2014-12-07,2014-12-07,FALSE,1000,North America,"Online, North America",172,Evil Geniuses,Believe The Hype,EG,BTH,FALSE,TRUE,2021-12-30T14:52:33Z
